tweet_id,favorites,retweets,user_followers,user_favourites,date_time
745057283344719872,7179,2225,8822108,145808,2016-06-21 00:54:33+00:00
744995568523612160,2940,608,8822108,145808,2016-06-20 20:49:19+00:00
744971049620602880,7792,2648,8822108,145808,2016-06-20 19:11:53+00:00
744709971296780288,5552,1545,8822108,145808,2016-06-20 01:54:27+00:00
744334592493166593,6709,2077,8822108,145808,2016-06-19 01:02:50+00:00
744234799360020481,154536,76757,8822108,145808,2016-06-18 18:26:18+00:00
744223424764059648,1644,357,8822108,145808,2016-06-18 17:41:06+00:00
743980027717509120,4121,1077,8822108,145808,2016-06-18 01:33:55+00:00
743895849529389061,3609,951,8822108,145808,2016-06-17 19:59:26+00:00
743835915802583040,0,2041,8822108,145808,2016-06-17 16:01:16+00:00
743609206067040256,4417,1361,8822108,145808,2016-06-17 01:00:24+00:00
743595368194129920,18126,6436,8822108,145808,2016-06-17 00:05:25+00:00
743545585370791937,3489,928,8822108,145808,2016-06-16 20:47:36+00:00
743510151680958465,7844,3687,8822108,145808,2016-06-16 18:26:48+00:00
743253157753532416,4176,1208,8822108,145808,2016-06-16 01:25:36+00:00
743222593470234624,6118,1888,8822108,145808,2016-06-15 23:24:09+00:00
743210557239623680,3787,1341,8822108,145808,2016-06-15 22:36:19+00:00
742534281772302336,6996,3520,8822108,145808,2016-06-14 01:49:03+00:00
742528092657332225,4361,1938,8822108,145808,2016-06-14 01:24:27+00:00
742465774154047488,7171,3870,8822108,145808,2016-06-13 21:16:49+00:00
742423170473463808,9697,3699,8822108,145808,2016-06-13 18:27:32+00:00
742385895052087300,6714,1938,8822108,145808,2016-06-13 15:59:24+00:00
742161199639494656,4272,1349,8822108,145808,2016-06-13 01:06:33+00:00
742150209887731712,5046,1526,8822108,145808,2016-06-13 00:22:53+00:00
741793263812808706,4488,1493,8822108,145808,2016-06-12 00:44:30+00:00
741743634094141440,8063,2712,8822108,145808,2016-06-11 21:27:17+00:00
741438259667034112,3635,815,8822108,145808,2016-06-11 01:13:51+00:00
741303864243200000,8672,3154,8822108,145808,2016-06-10 16:19:48+00:00
741099773336379392,9859,5427,8822108,145808,2016-06-10 02:48:49+00:00
741067306818797568,9399,3050,8822108,145808,2016-06-10 00:39:48+00:00
740995100998766593,6279,2694,8822108,145808,2016-06-09 19:52:53+00:00
740711788199743490,3358,921,8822108,145808,2016-06-09 01:07:06+00:00
740699697422163968,2811,770,8822108,145808,2016-06-09 00:19:04+00:00
740676976021798912,17937,6725,8822108,145808,2016-06-08 22:48:46+00:00
740373189193256964,34596,13117,8822108,145808,2016-06-08 02:41:38+00:00
740365076218183684,2424,425,8822108,145808,2016-06-08 02:09:24+00:00
740359016048689152,3250,850,8822108,145808,2016-06-08 01:45:19+00:00
740214038584557568,6600,1933,8822108,145808,2016-06-07 16:09:13+00:00
739979191639244800,19699,5843,8822108,145808,2016-06-07 00:36:02+00:00
739932936087216128,3998,1060,8822108,145808,2016-06-06 21:32:13+00:00
739844404073074688,3758,848,8822108,145808,2016-06-06 15:40:26+00:00
739623569819336705,3721,1333,8822108,145808,2016-06-06 01:02:55+00:00
739606147276148736,5321,1630,8822108,145808,2016-06-05 23:53:41+00:00
739544079319588864,38973,20897,8822108,145808,2016-06-05 19:47:03+00:00
739485634323156992,7052,2883,8822108,145808,2016-06-05 15:54:48+00:00
739238157791694849,114281,57025,8822108,145808,2016-06-04 23:31:25+00:00
738891149612572673,109,6,8822108,145808,2016-06-04 00:32:32+00:00
738885046782832640,3724,1128,8822108,145808,2016-06-04 00:08:17+00:00
